name,city,state,tuition_in_state_usd,tuition_out_of_state_usd,avg_net_price_usd,selectivity_tier,acceptance_rate,accepted_per_year,applicants_total,student_body_size,unitid,data_completeness,gpa_average,test_policy,financial_aid_policy,control,major_1,major_2,major_3
Paine College,Augusta,GA,14596.0,14596.0,15074.0,Less Selective,0.8336,,,338,1000634,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Piedmont University,Demorest,GA,30680.0,30680.0,20893.0,Less Selective,0.9284,,,1235,1000635,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Reinhardt University,Waleska,GA,28420.0,28420.0,27769.0,Moderately Selective,0.5516,,,1012,1000636,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Savannah Technical College,Savannah,GA,3072.0,5472.0,5821.0,Moderately Selective,0.5,,,2967,1000637,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Savannah College of Art and Design,Savannah,GA,40595.0,40595.0,45450.0,Less Selective,0.8368000000000001,,,14423,1000638,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Savannah State University,Savannah,GA,5498.0,16218.0,8683.0,Moderately Selective,0.5,,,2727,1000639,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Shorter University,Rome,GA,24044.0,24044.0,16286.0,Less Selective,0.9693,,,1091,1000640,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
South Georgia Technical College,Americus,GA,3782.0,6782.0,1026.0,Moderately Selective,0.5,,,1302,1000641,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Spelman College,Atlanta,GA,30058.0,30058.0,36828.0,Moderately Selective,0.34090000000000004,,,3633,1000642,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Thomas University,Thomasville,GA,11640.0,11640.0,19313.0,Moderately Selective,0.4316,,,813,1000643,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Toccoa Falls College,Toccoa Falls,GA,23250.0,23250.0,20133.0,Less Selective,0.6381,,,820,1000644,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Truett McConnell University,Cleveland,GA,25568.0,25568.0,22328.0,Less Selective,0.9068,,,768,1000645,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wiregrass Georgia Technical College,Valdosta,GA,3212.0,5612.0,1228.0,Moderately Selective,0.5,,,2762,1000646,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Valdosta State University,Valdosta,GA,6007.0,17062.0,11298.0,Less Selective,0.8349,,,6858,1000647,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wesleyan College,Macon,GA,27650.0,27650.0,14528.0,Less Selective,0.6207,,,466,1000648,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of West Georgia,Carrollton,GA,5971.0,17024.0,15450.0,Moderately Selective,0.49369999999999997,,,7485,1000649,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Young Harris College,Young Harris,GA,32305.0,32305.0,11008.0,Less Selective,0.6402,,,810,1000650,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Chaminade University of Honolulu,Honolulu,HI,29970.0,29970.0,28061.0,Less Selective,0.9262999999999999,,,1648,1000651,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Hawaii at Hilo,Hilo,HI,7838.0,20798.0,12063.0,Less Selective,0.8976999999999999,,,2260,1000652,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Hawaii at Manoa,Honolulu,HI,12186.0,34218.0,13181.0,Less Selective,0.6969,,,14306,1000653,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hawaii Pacific University,Honolulu,HI,33020.0,33020.0,30557.0,Less Selective,0.8448,,,2502,1000654,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Honolulu Community College,Honolulu,HI,3174.0,8310.0,6399.0,Moderately Selective,0.5,,,1897,1000655,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kapiolani Community College,Honolulu,HI,3284.0,8420.0,5194.0,Moderately Selective,0.5,,,3955,1000656,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kauai Community College,Lihue,HI,3252.0,8388.0,5724.0,Moderately Selective,0.5,,,726,1000657,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Leeward Community College,Pearl City,HI,3214.0,8350.0,7636.0,Moderately Selective,0.5,,,3382,1000658,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Hawaii Maui College,Kahului,HI,3284.0,8420.0,9421.0,Moderately Selective,0.5,,,1635,1000659,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Hawaii-West Oahu,Kapolei,HI,7584.0,20544.0,10666.0,Less Selective,0.956,,,2510,1000660,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Windward Community College,Kaneohe,HI,3194.0,8330.0,7533.0,Moderately Selective,0.5,,,1109,1000661,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Carrington College-Boise,Boise,ID,9748.0,17062.0,,Moderately Selective,0.5,,,433,1000662,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Boise Bible College,Boise,ID,11240.0,11240.0,16884.0,Less Selective,0.9643,,,103,1000663,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Boise State University,Boise,ID,8782.0,26976.0,19182.0,Less Selective,0.8395999999999999,,,17081,1000664,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Eastern Idaho,Idaho Falls,ID,3390.0,6750.0,8728.0,Moderately Selective,0.5,,,1396,1000665,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Idaho State University,Pocatello,ID,8356.0,27466.0,17324.0,Moderately Selective,0.5,,,7260,1000666,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Idaho,Moscow,ID,8816.0,29784.0,13782.0,Less Selective,0.7909,,,7363,1000667,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
The College of Idaho,Caldwell,ID,36030.0,36030.0,20566.0,Moderately Selective,0.4722,,,1049,1000668,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lewis-Clark State College,Lewiston,ID,7388.0,21386.0,12832.0,Less Selective,0.8978,,,2277,1000669,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Idaho College,Coeur d'Alene,ID,3396.0,8736.0,11481.0,Moderately Selective,0.5,,,2488,1000670,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwest Nazarene University,Nampa,ID,39370.0,39370.0,25537.0,Less Selective,0.6295000000000001,,,1138,1000671,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Brigham Young University-Idaho,Rexburg,ID,4656.0,4656.0,7131.0,Less Selective,0.9695,,,42090,1000672,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Southern Idaho,Twin Falls,ID,3360.0,6840.0,7005.0,Moderately Selective,0.5,,,3476,1000673,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
School of the Art Institute of Chicago,Chicago,IL,54530.0,54530.0,49822.0,Less Selective,0.7642,,,2762,1000674,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Augustana College,Rock Island,IL,49834.0,49834.0,12437.0,Less Selective,0.6765000000000001,,,2418,1000675,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Aurora University,Aurora,IL,28220.0,28220.0,18992.0,Less Selective,0.8514,,,4021,1000676,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southwestern Illinois College,Belleville,IL,3870.0,6210.0,7210.0,Moderately Selective,0.5,,,5280,1000677,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Black Hawk College,Moline,IL,4920.0,8100.0,6718.0,Moderately Selective,0.5,,,2266,1000678,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Blackburn College,Carlinville,IL,26758.0,26758.0,21814.0,Less Selective,0.8014,,,341,1000679,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,9748.0,17062.0,,Moderately Selective,0.5,,,176,1000680,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bradley University,Peoria,IL,39680.0,39680.0,23572.0,Less Selective,0.7666,,,3865,1000681,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Paul Mitchell the School-Tinley Park,Tinley Park,IL,9748.0,17062.0,14852.0,Moderately Selective,0.5,,,253,1000682,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Carl Sandburg College,Galesburg,IL,5300.0,8810.0,1036.0,Moderately Selective,0.5,,,1124,1000683,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Chicago State University,Chicago,IL,12754.0,12754.0,10133.0,Moderately Selective,0.4052,,,1414,1000684,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Chicago,Chicago,IL,66939.0,66939.0,18967.0,Elite,0.0479,,,7540,1000685,1.0,3.5,Required,Need-blind,Public,Economics,Mathematics,Public Policy
City Colleges of Chicago-Kennedy-King College,Chicago,IL,4380.0,14430.0,4902.0,Moderately Selective,0.5,,,1564,1000686,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Malcolm X College,Chicago,IL,4380.0,14430.0,3729.0,Moderately Selective,0.5,,,5847,1000687,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Olive-Harvey College,Chicago,IL,4380.0,14430.0,5749.0,Moderately Selective,0.5,,,1425,1000688,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Harry S Truman College,Chicago,IL,4380.0,14430.0,3816.0,Moderately Selective,0.5,,,2248,1000689,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Richard J Daley College,Chicago,IL,4380.0,14430.0,3166.0,Moderately Selective,0.5,,,2540,1000690,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Harold Washington College,Chicago,IL,4380.0,14430.0,2974.0,Moderately Selective,0.5,,,4146,1000691,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
City Colleges of Chicago-Wilbur Wright College,Chicago,IL,4380.0,14430.0,2651.0,Moderately Selective,0.5,,,4186,1000692,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Columbia College Chicago,Chicago,IL,32520.0,32520.0,26788.0,Less Selective,0.9117000000000001,,,6294,1000693,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Concordia University-Chicago,River Forest,IL,36258.0,36258.0,16774.0,Less Selective,0.9336,,,1337,1000694,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Danville Area Community College,Danville,IL,5300.0,9200.0,2943.0,Moderately Selective,0.5,,,1360,1000695,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Tricoci University of Beauty Culture,Urbana,IL,9748.0,17062.0,15024.0,Moderately Selective,0.5,,,171,1000696,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
DePaul University,Chicago,IL,44460.0,44460.0,29141.0,Less Selective,0.7353000000000001,,,14283,1000697,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Cosmetology & Spa Academy,Crystal Lake,IL,9748.0,17062.0,14887.0,Moderately Selective,0.5,,,377,1000698,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of DuPage,Glen Ellyn,IL,4320.0,12510.0,6182.0,Moderately Selective,0.5,,,15185,1000699,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
East-West University,Chicago,IL,26100.0,26100.0,21055.0,Moderately Selective,0.5,,,528,1000700,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eastern Illinois University,Charleston,IL,13403.0,15879.0,14093.0,Less Selective,0.6775,,,4398,1000701,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Elgin Community College,Elgin,IL,3180.0,9516.0,5778.0,Moderately Selective,0.5,,,6463,1000702,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Elmhurst University,Elmhurst,IL,41628.0,41628.0,21063.0,Less Selective,0.7574,,,2954,1000703,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Eureka College,Eureka,IL,28400.0,28400.0,22048.0,Less Selective,0.8847,,,522,1000704,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
First Institute of Travel Inc.,Crystal Lake,IL,9748.0,17062.0,20410.0,Moderately Selective,0.5,,,274,1000705,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Fox College,Tinley Park,IL,17190.0,17190.0,13506.0,Less Selective,0.7656000000000001,,,239,1000706,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Governors State University,University Park,IL,11320.0,11320.0,9477.0,Moderately Selective,0.5,,,2518,1000707,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Greenville University,Greenville,IL,30598.0,30598.0,21270.0,Less Selective,0.9537,,,873,1000708,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
G Skin & Beauty Institute,Schaumburg,IL,9748.0,17062.0,21142.0,Moderately Selective,0.5,,,494,1000709,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Hair Professionals School of Cosmetology,Oswego,IL,9748.0,17062.0,19759.0,Moderately Selective,0.5,,,121,1000710,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Highland Community College,Freeport,IL,4696.0,7120.0,5359.0,Moderately Selective,0.5,,,926,1000711,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Illinois Chicago,Chicago,IL,14338.0,29360.0,12313.0,Less Selective,0.785,,,21814,1000712,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Benedictine University,Lisle,IL,34290.0,34290.0,23529.0,Less Selective,0.7722,,,1817,1000713,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Illinois Urbana-Champaign,Champaign,IL,16004.0,34501.0,15201.0,Moderately Selective,0.43689999999999996,,,34623,1000714,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois Wesleyan University,Bloomington,IL,55704.0,55704.0,29550.0,Moderately Selective,0.4517,,,1570,1000715,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois Central College,East Peoria,IL,4650.0,11700.0,11510.0,Moderately Selective,0.5,,,4909,1000716,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois College,Jacksonville,IL,37470.0,37470.0,17945.0,Less Selective,0.7467,,,925,1000717,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Olney Central College,Olney,IL,4390.0,12340.0,9968.0,Moderately Selective,0.5,,,549,1000718,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois Institute of Technology,Chicago,IL,51763.0,51763.0,19353.0,Moderately Selective,0.5542,,,2812,1000719,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois State University,Normal,IL,16021.0,28086.0,18996.0,Less Selective,0.8901,,,18414,1000720,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Illinois Valley Community College,Oglesby,IL,4060.0,14981.0,3957.0,Moderately Selective,0.5,,,1851,1000721,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
John A Logan College,Carterville,IL,4630.0,7540.0,7599.0,Moderately Selective,0.5,,,2018,1000722,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
John Wood Community College,Quincy,IL,5700.0,9000.0,6596.0,Moderately Selective,0.5,,,1387,1000723,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Joliet Junior College,Joliet,IL,4530.0,13800.0,5741.0,Moderately Selective,0.5,,,8843,1000724,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Judson University,Elgin,IL,30910.0,30910.0,25027.0,Less Selective,0.6312,,,780,1000725,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kankakee Community College,Kankakee,IL,5070.0,25680.0,5190.0,Moderately Selective,0.5,,,1904,1000726,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kaskaskia College,Centralia,IL,4800.0,12570.0,6839.0,Moderately Selective,0.5,,,1842,1000727,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Kishwaukee College,Malta,IL,4980.0,13800.0,6480.0,Moderately Selective,0.5,,,1794,1000728,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Knox College,Galesburg,IL,55587.0,55587.0,24875.0,Less Selective,0.7112999999999999,,,997,1000729,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Lake County,Grayslake,IL,4494.0,14036.0,6212.0,Moderately Selective,0.5,,,9282,1000730,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lake Forest College,Lake Forest,IL,54202.0,54202.0,27499.0,Moderately Selective,0.5941,,,1782,1000731,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lake Land College,Mattoon,IL,4280.0,13906.0,3271.0,Moderately Selective,0.5,,,2492,1000732,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lewis and Clark Community College,Godfrey,IL,3552.0,12552.0,4281.0,Moderately Selective,0.5,,,2252,1000733,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lewis University,Romeoville,IL,37882.0,37882.0,18370.0,Less Selective,0.7273000000000001,,,3665,1000734,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Lincoln Land Community College,Springfield,IL,3672.0,10248.0,5294.0,Moderately Selective,0.5,,,3917,1000735,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Loyola University Chicago,Chicago,IL,51716.0,51716.0,35196.0,Less Selective,0.8139,,,11576,1000736,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Generations College,Chicago,IL,12700.0,12700.0,19558.0,Moderately Selective,0.5,,,317,1000737,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
McHenry County College,Crystal Lake,IL,4012.0,14885.0,8093.0,Moderately Selective,0.5,,,4335,1000738,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
McKendree University,Lebanon,IL,34070.0,34070.0,24190.0,Less Selective,0.6388,,,1600,1000739,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Methodist College,Peoria,IL,18008.0,18008.0,14867.0,Moderately Selective,0.3111,,,374,1000740,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Millikin University,Decatur,IL,26892.0,43670.0,8837.0,Moderately Selective,0.5405,,,1458,1000741,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Monmouth College,Monmouth,IL,43520.0,43520.0,18034.0,Less Selective,0.8662000000000001,,,725,1000742,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Moody Bible Institute,Chicago,IL,15356.0,15356.0,25007.0,Less Selective,0.9754,,,1586,1000743,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Moraine Valley Community College,Palos Hills,IL,3822.0,9846.0,1771.0,Moderately Selective,0.5,,,7417,1000744,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Morton College,Cicero,IL,4884.0,11028.0,6763.0,Moderately Selective,0.5,,,2593,1000745,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
National Louis University,Chicago,IL,12345.0,12345.0,16157.0,Less Selective,0.9312,,,4100,1000746,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Central College,Naperville,IL,44394.0,44394.0,23033.0,Moderately Selective,0.5831000000000001,,,2360,1000747,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
North Park University,Chicago,IL,35325.0,35325.0,18191.0,Less Selective,0.7284,,,1844,1000748,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northern Illinois University,Dekalb,IL,12700.0,12700.0,12909.0,Less Selective,0.7045,,,11277,1000749,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Northwestern University,Evanston,IL,65997.0,65997.0,27143.0,Elite,0.07150000000000001,,,8960,1000750,1.0,3.5,Required,Need-blind,Public,Journalism,Business,Performing Arts
Northeastern Illinois University,Chicago,IL,12383.0,22726.0,13550.0,Less Selective,0.7040000000000001,,,3869,1000751,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Oakton College,Des Plaines,IL,3985.0,12462.0,6188.0,Moderately Selective,0.5,,,6229,1000752,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Olivet Nazarene University,Bourbonnais,IL,37940.0,37940.0,21539.0,Less Selective,0.669,,,2485,1000753,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Parkland College,Champaign,IL,4284.0,13266.0,8271.0,Moderately Selective,0.5,,,3293,1000754,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Prairie State College,Chicago Heights,IL,4176.0,11064.0,5280.0,Moderately Selective,0.5,,,2448,1000755,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Principia College,Elsah,IL,33280.0,33280.0,,Moderately Selective,0.444,,,337,1000756,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Quincy University,Quincy,IL,35740.0,35740.0,17324.0,Moderately Selective,0.4989,,,1038,1000757,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rend Lake College,Ina,IL,4500.0,7800.0,7309.0,Moderately Selective,0.5,,,1196,1000758,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Richland Community College,Decatur,IL,4590.0,17070.0,5393.0,Moderately Selective,0.5,,,1412,1000759,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rock Valley College,Rockford,IL,4274.0,21344.0,7325.0,Moderately Selective,0.5,,,4362,1000760,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rockford University,Rockford,IL,37300.0,37300.0,23066.0,Moderately Selective,0.5722999999999999,,,956,1000761,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Roosevelt University,Chicago,IL,20280.0,20280.0,20152.0,Less Selective,0.9427,,,2583,1000762,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Dominican University,River Forest,IL,37844.0,37844.0,15113.0,Less Selective,0.7979999999999999,,,2271,1000763,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Rush University,Chicago,IL,9748.0,17062.0,,Moderately Selective,0.5,,,120,1000764,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Francis Medical Center College of Nursing,Peoria,IL,9748.0,17062.0,,Moderately Selective,0.5,,,267,1000765,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of St Francis,Joliet,IL,37000.0,37000.0,16284.0,Less Selective,0.6393,,,1292,1000766,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Xavier University,Chicago,IL,36840.0,36840.0,12093.0,Less Selective,0.8575,,,3030,1000767,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Illinois Springfield,Springfield,IL,12252.0,22017.0,8916.0,Less Selective,0.8437,,,2292,1000768,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Sauk Valley Community College,Dixon,IL,5190.0,12840.0,8388.0,Moderately Selective,0.5,,,1164,1000769,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Shawnee Community College,Ullin,IL,4650.0,7500.0,4542.0,Moderately Selective,0.5,,,675,1000770,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
St. Augustine College,Chicago,IL,13288.0,13288.0,17082.0,Moderately Selective,0.5,,,749,1000771,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southeastern Illinois College,Harrisburg,IL,4320.0,6540.0,5571.0,Moderately Selective,0.5,,,659,1000772,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Spoon River College,Canton,IL,5580.0,12540.0,6584.0,Moderately Selective,0.5,,,735,1000773,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Saint Anthony College of Nursing,Rockford,IL,27811.0,27811.0,,Less Selective,1.0,,,152,1000774,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southern Illinois University-Carbondale,Carbondale,IL,13244.0,13244.0,16177.0,Less Selective,0.9044,,,8116,1000775,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Southern Illinois University-Edwardsville,Edwardsville,IL,12922.0,12922.0,13696.0,Less Selective,0.9721,,,8836,1000776,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
South Suburban College,South Holland,IL,5093.0,12683.0,2919.0,Moderately Selective,0.5,,,2012,1000777,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity Christian College,Palos Heights,IL,20325.0,20325.0,16381.0,Less Selective,0.8865000000000001,,,796,1000778,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Trinity International University-Illinois,Deerfield,IL,12320.0,12320.0,21386.0,Less Selective,0.9318000000000001,,,140,1000779,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Triton College,River Grove,IL,4920.0,14880.0,4427.0,Moderately Selective,0.5,,,6229,1000780,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
University of Spa & Cosmetology Arts,Springfield,IL,9748.0,17062.0,17951.0,Moderately Selective,0.5,,,165,1000781,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Waubonsee Community College,Sugar Grove,IL,3432.0,12330.0,6113.0,Moderately Selective,0.5,,,5499,1000782,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Western Illinois University,Macomb,IL,14952.0,14952.0,11592.0,Less Selective,0.7495999999999999,,,4939,1000783,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Wheaton College,Wheaton,IL,43930.0,43930.0,26984.0,Less Selective,0.8998,,,2087,1000784,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
William Rainey Harper College,Palatine,IL,3822.0,11802.0,6186.0,Moderately Selective,0.5,,,8815,1000785,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Anderson University,Anderson,IN,35640.0,35640.0,22144.0,Moderately Selective,0.5342,,,1070,1000786,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Ball State University,Muncie,IN,10758.0,28766.0,15898.0,Less Selective,0.716,,,13770,1000787,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Bethel University,Mishawaka,IN,33320.0,33320.0,19726.0,Less Selective,0.9868000000000001,,,1069,1000788,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Butler University,Indianapolis,IN,45980.0,45980.0,38472.0,Less Selective,0.8587,,,4383,1000789,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Calumet College of Saint Joseph,Whiting,IN,22650.0,22650.0,20739.0,Moderately Selective,0.5,,,560,1000790,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
College of Court Reporting Inc,Valparaiso,IN,10080.0,10080.0,41410.0,Moderately Selective,0.5,,,183,1000791,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Tricoci University of Beauty Culture-Highland,Highland,IN,9748.0,17062.0,19194.0,Moderately Selective,0.5,,,317,1000792,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
DePauw University,Greencastle,IN,57070.0,57070.0,24546.0,Moderately Selective,0.5406,,,1804,1000793,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
Earlham College,Richmond,IN,51840.0,51840.0,24516.0,Less Selective,0.7422,,,612,1000794,1.0,3.5,Required,Need-blind,Public,Business,Engineering,Biology
