unitid,applications,admitted,enrolled,acceptance_rate,sat_verbal_25,sat_verbal_75,sat_math_25,sat_math_75,sat_total_25,sat_total_75,act_composite_25,act_composite_75,act_english_25,act_english_75,act_math_25,act_math_75,selectivity_tier,test_policy,financial_aid_policy,gpa_average
155511,1209,1013.0,241.0,0.8378825475599669,468.0,573.0,468.0,553.0,936.0,1126.0,17.0,24.0,16.0,22.0,16.0,22.0,Less Selective,Required,Need-blind,3.2617120269411846
155520,1085,797.0,209.0,0.7345622119815668,463.0,570.0,465.0,548.0,928.0,1118.0,17.0,23.0,15.0,22.0,16.0,22.0,Less Selective,Required,Need-blind,3.3952221209003555
155627,3600,2881.0,293.0,0.8002777777777778,460.0,590.0,420.0,550.0,880.0,1140.0,16.0,21.0,14.0,21.0,16.0,22.0,Less Selective,Required,Need-blind,3.482787161816821
155681,2856,2518.0,877.0,0.8816526610644257,,,,,,,18.0,24.0,16.0,23.0,17.0,24.0,Less Selective,Required,Need-blind,3.584239076536659
155812,1201,1079.0,221.0,0.8984179850124896,448.0,560.0,478.0,533.0,926.0,1093.0,18.0,24.0,16.0,22.0,17.0,23.0,Less Selective,Required,Need-blind,3.1880566849808125
155900,1333,866.0,204.0,0.6496624156039009,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.483990745810646
155937,826,438.0,142.0,0.5302663438256658,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.486206549449925
155973,585,378.0,129.0,0.6461538461538462,420.0,560.0,410.0,570.0,830.0,1130.0,18.0,23.0,15.0,23.0,17.0,24.0,Less Selective,Required,Need-blind,3.5424862522729317
156125,8637,8200.0,1786.0,0.9494037281463471,490.0,630.0,480.0,620.0,970.0,1250.0,18.0,26.0,16.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.1726751709534695
156189,1871,1601.0,189.0,0.8556921432389096,,,,,,,16.0,21.0,14.0,21.0,15.0,20.0,Less Selective,Required,Need-blind,3.236302654810264
156213,1550,993.0,358.0,0.6406451612903226,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4662962579895655
156286,3462,3240.0,632.0,0.9358752166377816,535.0,613.0,540.0,630.0,1075.0,1243.0,22.0,28.0,22.0,29.0,20.0,27.0,Less Selective,Required,Need-blind,3.4834980544756142
156295,2073,678.0,413.0,0.32706222865412443,588.0,680.0,568.0,655.0,1156.0,1335.0,24.0,27.0,23.0,29.0,20.0,26.0,Selective,Required,Need-blind,3.6114558573199096
156356,2534,877.0,151.0,0.34609313338595105,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6556920649331826
156365,1015,998.0,684.0,0.9832512315270936,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3150968158815517
156408,3226,1753.0,361.0,0.5433973961562306,610.0,683.0,620.0,740.0,1230.0,1423.0,26.0,32.0,25.0,34.0,24.0,30.0,Less Selective,Required,Need-blind,3.444497700501033
156541,4281,3056.0,645.0,0.7138519037608035,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2795977063205815
156620,17082,13340.0,2782.0,0.7809390001170823,480.0,600.0,450.0,590.0,930.0,1190.0,17.0,24.0,16.0,24.0,16.0,24.0,Less Selective,Required,Need-blind,3.2119186398122563
156745,1815,1341.0,307.0,0.7388429752066116,520.0,610.0,510.0,620.0,1030.0,1230.0,21.0,26.0,20.0,26.0,20.0,26.0,Less Selective,Required,Need-blind,3.3833604694031743
157058,2001,1852.0,345.0,0.9255372313843079,420.0,500.0,400.0,510.0,820.0,1010.0,14.0,20.0,12.0,20.0,15.0,18.0,Less Selective,Required,Need-blind,3.090955953740435
157076,2009,1346.0,243.0,0.6699850671976108,430.0,550.0,320.0,580.0,750.0,1130.0,12.0,24.0,9.0,24.0,11.0,24.0,Less Selective,Required,Need-blind,3.334709265713449
157085,28233,26083.0,6437.0,0.923847979314986,550.0,640.0,530.0,650.0,1080.0,1290.0,21.0,28.0,21.0,29.0,20.0,27.0,Less Selective,Required,Need-blind,3.1036440960651714
157100,747,466.0,166.0,0.6238286479250335,450.0,510.0,450.0,530.0,900.0,1040.0,18.0,23.0,16.0,23.0,16.0,22.0,Less Selective,Required,Need-blind,3.1997474416653366
157289,14821,11937.0,3117.0,0.8054112408069631,510.0,630.0,510.0,620.0,1020.0,1250.0,19.0,27.0,19.0,28.0,17.0,26.0,Less Selective,Required,Need-blind,3.418941860445556
157377,1120,1066.0,265.0,0.9517857142857142,530.0,590.0,500.0,530.0,1030.0,1120.0,20.0,25.0,19.0,25.0,18.0,24.0,Less Selective,Required,Need-blind,3.351273351443356
157386,8818,7241.0,1227.0,0.821161261056929,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.056886330496862
157401,11038,9511.0,1659.0,0.8616597209639427,480.0,600.0,470.0,590.0,950.0,1190.0,19.0,26.0,19.0,27.0,17.0,25.0,Less Selective,Required,Need-blind,3.5280299485548117
157447,6417,6162.0,1295.0,0.9602618045815802,458.0,573.0,458.0,560.0,916.0,1133.0,19.0,25.0,18.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.294526927175142
157748,289,280.0,175.0,0.9688581314878892,528.0,613.0,500.0,590.0,1028.0,1203.0,20.0,25.0,19.0,26.0,17.0,23.0,Less Selective,Required,Need-blind,3.5112930239869495
157757,807,796.0,117.0,0.9863692688971499,428.0,570.0,425.0,533.0,853.0,1103.0,16.0,22.0,14.0,22.0,15.0,22.0,Less Selective,Required,Need-blind,3.044149040992734
157809,3030,2940.0,396.0,0.9702970297029703,510.0,590.0,490.0,560.0,1000.0,1150.0,20.0,27.0,19.0,27.0,18.0,26.0,Less Selective,Required,Need-blind,3.0781308870583413
157818,1986,1688.0,281.0,0.8499496475327291,570.0,670.0,530.0,620.0,1100.0,1290.0,24.0,30.0,24.0,33.0,23.0,28.0,Less Selective,Required,Need-blind,3.5741313647520316
157863,834,459.0,198.0,0.5503597122302158,460.0,560.0,460.0,545.0,920.0,1105.0,14.0,21.0,13.0,21.0,15.0,21.0,Less Selective,Required,Need-blind,3.343313610589248
157951,7720,7492.0,2822.0,0.9704663212435233,450.0,520.0,370.0,490.0,820.0,1010.0,16.0,20.0,14.0,21.0,15.0,18.0,Less Selective,Required,Need-blind,3.3898274694532176
158477,1834,998.0,255.0,0.5441657579062159,520.0,620.0,520.0,590.0,1040.0,1210.0,21.0,28.0,21.0,30.0,19.0,25.0,Less Selective,Required,Need-blind,3.56755729328873
158802,8065,3267.0,248.0,0.4050836949783013,503.0,590.0,473.0,563.0,976.0,1153.0,19.0,23.0,19.0,24.0,16.0,22.0,Selective,Required,Need-blind,3.7117202039889743
159009,24521,5806.0,916.0,0.23677664043065128,450.0,590.0,410.0,560.0,860.0,1150.0,15.0,19.0,14.0,19.0,15.0,17.0,Highly Selective,Required,Need-blind,3.856338085745296
159382,706,654.0,482.0,0.9263456090651558,450.0,580.0,430.0,560.0,880.0,1140.0,17.0,22.0,16.0,23.0,16.0,21.0,Less Selective,Required,Need-blind,3.1653395378994995
159391,42558,31491.0,7521.0,0.7399548850979839,590.0,670.0,560.0,660.0,1150.0,1330.0,24.0,29.0,23.0,31.0,22.0,27.0,Less Selective,Required,Need-blind,3.335061537796431
159416,949,785.0,285.0,0.827186512118019,530.0,590.0,470.0,560.0,1000.0,1150.0,19.0,24.0,19.0,25.0,17.0,23.0,Less Selective,Required,Need-blind,3.096065261870294
159568,549,460.0,220.0,0.8378870673952641,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.157084663625079
159647,9263,6722.0,2263.0,0.7256828241390478,500.0,630.0,545.0,660.0,1045.0,1290.0,21.0,27.0,21.0,29.0,20.0,26.0,Less Selective,Required,Need-blind,3.0378474548557803
159656,6142,5388.0,695.0,0.8772386844676001,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0850659483465748
159717,3294,2225.0,1063.0,0.6754705525197329,430.0,560.0,380.0,560.0,810.0,1120.0,18.0,24.0,18.0,24.0,16.0,23.0,Less Selective,Required,Need-blind,3.2741975307864006
159939,7253,4843.0,845.0,0.6677237005377086,470.0,650.0,490.0,670.0,960.0,1320.0,17.0,23.0,16.0,24.0,16.0,22.0,Less Selective,Required,Need-blind,3.120472476011114
159966,3320,3188.0,1169.0,0.9602409638554217,490.0,600.0,438.0,545.0,928.0,1145.0,18.0,24.0,18.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.5833497889480075
159993,4878,3637.0,1049.0,0.7455924559245592,520.0,620.0,530.0,730.0,1050.0,1350.0,19.0,24.0,19.0,25.0,17.0,23.0,Less Selective,Required,Need-blind,3.1785130372830266
160038,3194,2994.0,1033.0,0.9373825923606762,495.0,620.0,430.0,623.0,925.0,1243.0,18.0,24.0,18.0,25.0,16.0,23.0,Less Selective,Required,Need-blind,3.3552298888212215
160065,404,400.0,33.0,0.9900990099009901,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3407734258958683
160074,381,316.0,66.0,0.8293963254593176,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.002519993214383
160612,5485,5171.0,2349.0,0.9427529626253418,,,,,,,19.0,24.0,18.0,24.0,16.0,23.0,Less Selective,Required,Need-blind,3.5449556264773356
160621,12221,6095.0,1711.0,0.4987316913509533,418.0,510.0,380.0,490.0,798.0,1000.0,15.0,19.0,13.0,20.0,15.0,17.0,Selective,Required,Need-blind,3.707723489343948
160630,2920,1758.0,154.0,0.602054794520548,,,,,,,14.0,18.0,12.0,18.0,14.0,17.0,Less Selective,Required,Need-blind,3.5742052143490564
160658,10679,9486.0,3064.0,0.8882854199831445,560.0,645.0,560.0,610.0,1120.0,1255.0,23.0,27.0,23.0,30.0,21.0,26.0,Less Selective,Required,Need-blind,3.483179808856991
160755,27936,4077.0,1867.0,0.14594072164948454,690.0,750.0,700.0,760.0,1390.0,1510.0,31.0,33.0,31.0,35.0,27.0,32.0,Highly Selective,Required,Need-blind,3.8601897363836466
160904,9608,7156.0,692.0,0.7447960033305578,500.0,568.0,453.0,570.0,953.0,1138.0,19.0,25.0,19.0,25.0,17.0,24.0,Less Selective,Required,Need-blind,3.557199190255388
160959,446,290.0,81.0,0.6502242152466368,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.377302866579841
160977,8937,1164.0,505.0,0.1302450486740517,700.0,740.0,700.0,770.0,1400.0,1510.0,31.0,33.0,,,,,Highly Selective,Required,Need-blind,3.74168640658365
161004,10966,879.0,504.0,0.08015684844063468,730.0,760.0,750.0,790.0,1480.0,1550.0,33.0,35.0,34.0,36.0,30.0,34.0,Elite,Required,Need-blind,3.9766978145973377
161086,17786,1215.0,605.0,0.06831215562802204,710.0,760.0,730.0,790.0,1440.0,1550.0,32.0,34.0,33.0,35.0,29.0,33.0,Elite,Required,Need-blind,3.926671167286768
161226,1306,1275.0,230.0,0.9762633996937213,510.0,615.0,405.0,595.0,915.0,1210.0,,,,,,,Less Selective,Required,Need-blind,3.030679039429464
161235,539,534.0,71.0,0.9907235621521335,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.054564370491424
161253,13995,13395.0,1868.0,0.9571275455519829,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.410880400554128
161299,1145,703.0,230.0,0.6139737991266375,540.0,640.0,530.0,630.0,1070.0,1270.0,23.0,30.0,21.0,27.0,24.0,28.0,Less Selective,Required,Need-blind,3.3717968197624297
161341,755,733.0,132.0,0.9708609271523179,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2012136710714483
161457,5091,4523.0,589.0,0.8884305637399332,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1667445413481183
161509,913,708.0,121.0,0.7754654983570646,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4521091133137047
161518,2216,1811.0,279.0,0.8172382671480144,470.0,580.0,440.0,560.0,910.0,1140.0,,,,,,,Less Selective,Required,Need-blind,3.147190984887855
161554,5823,4618.0,718.0,0.7930619955349476,505.0,640.0,490.0,640.0,995.0,1280.0,23.0,26.0,17.0,25.0,19.0,28.0,Less Selective,Required,Need-blind,3.2956589843765647
161563,853,828.0,194.0,0.9706916764361079,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1880627579336567
161572,8865,7252.0,723.0,0.81804850535815,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0443632224405177
161873,173,148.0,41.0,0.8554913294797688,530.0,580.0,480.0,530.0,1010.0,1110.0,,,,,,,Less Selective,Required,Need-blind,3.573220400374083
162007,6245,5217.0,991.0,0.8353883106485188,423.0,540.0,373.0,543.0,796.0,1083.0,,,,,,,Less Selective,Required,Need-blind,3.2559880948903652
162061,349,272.0,70.0,0.7793696275071633,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.533403390526353
162210,1691,767.0,106.0,0.4535777646363099,400.0,590.0,400.0,510.0,800.0,1100.0,,,,,,,Selective,Required,Need-blind,3.646622352966105
162283,4703,2331.0,407.0,0.49564108016159897,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.5769696623888887
162584,4556,4075.0,614.0,0.8944249341527656,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.153758846551731
162654,3520,2566.0,261.0,0.7289772727272728,560.0,683.0,520.0,683.0,1080.0,1366.0,26.0,30.0,24.0,31.0,21.0,27.0,Less Selective,Required,Need-blind,3.5142900130793104
162760,3287,2568.0,303.0,0.7812595071493763,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.57755784826241
162928,38926,2943.0,1418.0,0.07560499409135282,750.0,780.0,780.0,800.0,1530.0,1580.0,34.0,35.0,35.0,36.0,33.0,36.0,Elite,Required,Need-blind,3.967384033762201
163046,10162,7757.0,1112.0,0.7633339893721708,610.0,690.0,570.0,660.0,1180.0,1350.0,27.0,32.0,27.0,34.0,24.0,29.0,Less Selective,Required,Need-blind,3.4504347551613987
163268,13150,9762.0,1977.0,0.7423574144486692,610.0,700.0,610.0,710.0,1220.0,1410.0,23.0,30.0,23.0,32.0,22.0,28.0,Less Selective,Required,Need-blind,3.213331209606099
163286,59377,26625.0,6197.0,0.44840594843121073,670.0,740.0,700.0,780.0,1370.0,1520.0,32.0,35.0,32.0,35.0,29.0,35.0,Selective,Required,Need-blind,3.6564298206424595
163295,3127,2417.0,277.0,0.772945314998401,455.0,580.0,460.0,640.0,915.0,1220.0,26.0,30.0,26.0,32.0,23.0,27.0,Less Selective,Required,Need-blind,3.007022433475085
163338,8032,7258.0,728.0,0.9036354581673307,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1810959944363137
163453,22741,18865.0,2282.0,0.8295589463963766,410.0,530.0,450.0,550.0,860.0,1080.0,17.0,21.0,15.0,21.0,15.0,19.0,Less Selective,Required,Need-blind,3.5132333901773807
163462,5422,3896.0,480.0,0.7185540390999631,520.0,660.0,510.0,620.0,1030.0,1280.0,19.0,23.0,,,,,Less Selective,Required,Need-blind,3.562354042042868
163578,2309,1997.0,191.0,0.8648765699436985,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2036539331344303
163851,8090,7170.0,1376.0,0.8862793572311496,600.0,670.0,580.0,640.0,1180.0,1310.0,26.0,28.0,25.0,30.0,23.0,27.0,Less Selective,Required,Need-blind,3.155379910023091
163912,3109,2344.0,442.0,0.7539401736892891,570.0,690.0,540.0,640.0,1110.0,1330.0,24.0,30.0,23.0,31.0,17.0,27.0,Less Selective,Required,Need-blind,3.070852717640591
163976,1059,469.0,133.0,0.4428706326723324,650.0,760.0,600.0,740.0,1250.0,1500.0,29.0,32.0,31.0,35.0,23.0,29.0,Selective,Required,Need-blind,3.694719794627691
164076,18948,15689.0,3014.0,0.8280029554570403,540.0,650.0,510.0,620.0,1050.0,1270.0,19.0,28.0,20.0,27.0,17.0,26.0,Less Selective,Required,Need-blind,3.4693768477374216
164155,14727,1379.0,1175.0,0.09363753649758946,600.0,700.0,600.0,720.0,1200.0,1420.0,24.0,31.0,24.0,33.0,25.0,30.0,Elite,Required,Need-blind,3.965496201462481
164173,5233,4354.0,793.0,0.8320275176762851,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3531531882112473
164216,2539,1664.0,230.0,0.6553761323355651,605.0,690.0,580.0,655.0,1185.0,1345.0,25.0,30.0,,,,,Less Selective,Required,Need-blind,3.008724634914817
164270,3856,3223.0,424.0,0.8358402489626556,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.329127324083376
164368,2268,1210.0,177.0,0.5335097001763669,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.415860524109076
164447,2258,2188.0,277.0,0.9689991142604074,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0797935925920967
164465,12727,1250.0,488.0,0.09821639035122182,690.0,770.0,670.0,780.0,1360.0,1550.0,31.0,35.0,32.0,35.0,28.0,35.0,Elite,Required,Need-blind,3.89326315593878
164492,3965,3551.0,249.0,0.8955863808322825,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0311222966603597
164562,4694,4062.0,479.0,0.8653600340860673,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.266797536720394
164580,7995,1578.0,626.0,0.1973733583489681,660.0,720.0,720.0,780.0,1380.0,1500.0,30.0,33.0,29.0,35.0,28.0,32.0,Highly Selective,Required,Need-blind,3.7275693860287435
164632,966,710.0,111.0,0.7349896480331263,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.584907273236102
164739,10482,5077.0,1120.0,0.48435413089105134,620.0,690.0,630.0,720.0,1250.0,1410.0,29.0,32.0,26.0,33.0,27.0,31.0,Selective,Required,Need-blind,3.6975398241086537
164748,7167,3577.0,1502.0,0.4990930654388168,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6084783059029495
164924,36069,5645.0,2335.0,0.15650558651473565,710.0,760.0,720.0,780.0,1430.0,1540.0,33.0,34.0,34.0,35.0,30.0,34.0,Highly Selective,Required,Need-blind,3.7323827480971117
164988,80495,8733.0,3145.0,0.10849121063420088,680.0,740.0,720.0,780.0,1400.0,1520.0,32.0,34.0,33.0,35.0,29.0,34.0,Highly Selective,Required,Need-blind,3.789829804967473
165015,11282,3984.0,865.0,0.3531288778585357,690.0,750.0,700.0,780.0,1390.0,1530.0,31.0,34.0,32.0,35.0,28.0,34.0,Selective,Required,Need-blind,3.5236433978123465
165024,8631,7698.0,1580.0,0.89190128606187,530.0,630.0,510.0,600.0,1040.0,1230.0,18.0,27.0,,,,,Less Selective,Required,Need-blind,3.0483258206157617
165334,10730,4471.0,629.0,0.41668219944082013,640.0,710.0,600.0,690.0,1240.0,1400.0,30.0,33.0,31.0,35.0,26.0,30.0,Selective,Required,Need-blind,3.743696392847224
165529,6903,6354.0,524.0,0.9204693611473272,510.0,630.0,510.0,610.0,1020.0,1240.0,,,,,,,Less Selective,Required,Need-blind,3.390259597370461
165574,5382,3967.0,339.0,0.7370865849126719,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3886377152920457
165644,904,533.0,87.0,0.5896017699115044,438.0,585.0,445.0,595.0,883.0,1180.0,,,,,,,Less Selective,Required,Need-blind,3.1624779543295323
165662,11092,5267.0,997.0,0.4748467363865849,650.0,720.0,600.0,690.0,1250.0,1410.0,30.0,33.0,32.0,35.0,26.0,30.0,Selective,Required,Need-blind,3.6703597363768727
165671,5937,4785.0,537.0,0.8059626073774634,590.0,680.0,580.0,650.0,1170.0,1330.0,26.0,31.0,,,,,Less Selective,Required,Need-blind,3.2485874927838294
165699,5562,4021.0,901.0,0.7229413879899317,590.0,680.0,570.0,660.0,1160.0,1340.0,26.0,29.0,23.0,28.0,23.0,29.0,Less Selective,Required,Need-blind,3.1653415925084105
165802,3436,2431.0,205.0,0.7075087310826542,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.240014689880602
165820,4353,3915.0,611.0,0.8993797381116472,520.0,620.0,510.0,600.0,1030.0,1220.0,19.0,25.0,14.0,23.0,16.0,24.0,Less Selective,Required,Need-blind,3.117524715838228
165866,4342,3685.0,499.0,0.8486872409028098,550.0,655.0,520.0,600.0,1070.0,1255.0,,,,,,,Less Selective,Required,Need-blind,3.264864706704719
165936,2579,1516.0,327.0,0.5878247382706475,598.0,690.0,570.0,680.0,1168.0,1370.0,26.0,32.0,24.0,35.0,22.0,29.0,Less Selective,Required,Need-blind,3.555442980691968
166018,2216,1559.0,259.0,0.7035198555956679,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.368064362183051
166027,56937,1965.0,1645.0,0.03451182886348069,740.0,780.0,760.0,800.0,1500.0,1580.0,34.0,36.0,35.0,36.0,33.0,36.0,Elite,Required,Need-blind,3.908502208164354
166124,8670,1829.0,823.0,0.21095732410611304,630.0,720.0,620.0,700.0,1250.0,1420.0,28.0,32.0,26.0,34.0,25.0,30.0,Highly Selective,Required,Need-blind,3.781799970254826
166391,3060,2517.0,314.0,0.8225490196078431,550.0,650.0,535.0,610.0,1085.0,1260.0,18.0,26.0,17.0,27.0,17.0,24.0,Less Selective,Required,Need-blind,3.0344901272740366
166452,2509,2369.0,189.0,0.9442008768433638,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2934579631287018
166489,109,92.0,12.0,0.8440366972477065,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4986398795431937
166513,12628,10764.0,2083.0,0.8523915109280963,590.0,670.0,590.0,680.0,1180.0,1350.0,26.0,30.0,24.0,30.0,25.0,30.0,Less Selective,Required,Need-blind,3.4551689153927225
166629,50424,29129.0,5286.0,0.577681262890687,650.0,720.0,650.0,760.0,1300.0,1480.0,29.0,33.0,29.0,35.0,27.0,31.0,Less Selective,Required,Need-blind,3.5264488254530857
166638,20918,17353.0,2463.0,0.8295726168849794,540.0,650.0,540.0,640.0,1080.0,1290.0,24.0,30.0,24.0,31.0,22.0,28.0,Less Selective,Required,Need-blind,3.155752514903177
166656,6010,5121.0,670.0,0.8520798668885191,540.0,640.0,540.0,700.0,1080.0,1340.0,23.0,33.0,22.0,31.0,23.0,33.0,Less Selective,Required,Need-blind,3.3691274137209057
166674,3027,2345.0,432.0,0.7746944169144367,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5666430063127623
166683,26904,1274.0,1091.0,0.04735355337496283,730.0,780.0,780.0,800.0,1510.0,1580.0,34.0,36.0,34.0,36.0,34.0,36.0,Elite,Required,Need-blind,3.916935342065664
166692,1120,1059.0,399.0,0.9455357142857143,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5176033508068327
166850,13693,10079.0,1071.0,0.7360695245746002,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1198833266658244
166939,5030,1926.0,587.0,0.38290258449304176,690.0,750.0,660.0,750.0,1350.0,1500.0,31.0,33.0,31.0,35.0,27.0,31.0,Selective,Required,Need-blind,3.6985555386472138
167057,959,410.0,105.0,0.42752867570385816,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6907462079200357
167260,2117,1866.0,333.0,0.8814359943316014,490.0,610.0,510.0,580.0,1000.0,1190.0,,,,,,,Less Selective,Required,Need-blind,3.5787526878073876
167288,1543,1425.0,191.0,0.9235255994815295,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.048455199266974
167358,96631,5459.0,2744.0,0.056493257857209385,710.0,760.0,750.0,790.0,1460.0,1550.0,33.0,35.0,33.0,35.0,31.0,35.0,Elite,Required,Need-blind,3.9270146395523953
167394,1442,1264.0,196.0,0.8765603328710125,590.0,670.0,560.0,650.0,1150.0,1320.0,,,,,,,Less Selective,Required,Need-blind,3.390460453944713
167598,2490,2223.0,213.0,0.8927710843373494,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2861715973189045
167729,4852,4637.0,810.0,0.9556883759274526,510.0,590.0,480.0,570.0,990.0,1160.0,,,,,,,Less Selective,Required,Need-blind,3.292312572272384
167783,4871,3215.0,363.0,0.660028741531513,640.0,710.0,590.0,680.0,1230.0,1390.0,26.0,31.0,28.0,34.0,26.0,27.0,Less Selective,Required,Need-blind,3.3201295057464604
167792,179,174.0,102.0,0.9720670391061452,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.412226883387335
167835,9869,1947.0,649.0,0.1972844259803425,718.0,770.0,690.0,770.0,1408.0,1540.0,32.0,34.0,34.0,35.0,28.0,33.0,Highly Selective,Required,Need-blind,3.742925223616265
167871,181,89.0,76.0,0.49171270718232046,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.681002459909923
167899,3614,2538.0,476.0,0.7022689540675152,530.0,650.0,540.0,610.0,1070.0,1260.0,,,,,,,Less Selective,Required,Need-blind,3.2639733621695255
167987,9794,9026.0,1376.0,0.9215846436593833,520.0,640.0,520.0,620.0,1040.0,1260.0,22.0,27.0,27.0,29.0,19.0,26.0,Less Selective,Required,Need-blind,3.2178429534902806
167996,7915,5743.0,647.0,0.725584333543904,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5355834217332482
168005,10101,8560.0,1214.0,0.8474408474408475,560.0,660.0,530.0,620.0,1090.0,1280.0,24.0,32.0,,,,,Less Selective,Required,Need-blind,3.5207166029428874
168148,34003,3444.0,1739.0,0.10128518071934829,710.0,760.0,750.0,790.0,1460.0,1550.0,33.0,35.0,,,,,Highly Selective,Required,Need-blind,3.868174315763603
168218,8184,1138.0,573.0,0.1390518084066471,720.0,770.0,720.0,780.0,1440.0,1550.0,33.0,35.0,34.0,35.0,29.0,34.0,Highly Selective,Required,Need-blind,3.876414369607921
168227,6453,5509.0,980.0,0.8537114520378118,570.0,660.0,570.0,660.0,1140.0,1320.0,25.0,31.0,25.0,32.0,26.0,32.0,Less Selective,Required,Need-blind,3.1891785881170462
168254,6534,5440.0,731.0,0.8325681052953781,570.0,650.0,560.0,660.0,1130.0,1310.0,25.0,27.0,22.0,25.0,19.0,26.0,Less Selective,Required,Need-blind,3.1032405632006688
168263,6273,5065.0,712.0,0.8074286625219194,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5445872843212403
168281,4702,3354.0,522.0,0.7133134836239898,620.0,720.0,590.0,700.0,1210.0,1420.0,29.0,33.0,32.0,35.0,25.0,30.0,Less Selective,Required,Need-blind,3.526943165824198
168342,11465,1145.0,541.0,0.09986916703009158,730.0,770.0,740.0,790.0,1470.0,1560.0,33.0,35.0,34.0,35.0,31.0,35.0,Elite,Required,Need-blind,3.9627462834143254
168421,11809,6908.0,1360.0,0.5849775594885257,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.058720912568621
168430,4745,4264.0,909.0,0.8986301369863013,505.0,635.0,503.0,645.0,1008.0,1280.0,,,,,,,Less Selective,Required,Need-blind,3.3399462820487966
168528,3054,2088.0,484.0,0.6836935166994106,455.0,570.0,425.0,550.0,880.0,1120.0,18.0,26.0,17.0,23.0,16.0,25.0,Less Selective,Required,Need-blind,3.1393169078021086
168546,5438,4522.0,363.0,0.8315557190143436,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.338007373108943
168591,3975,2610.0,346.0,0.6566037735849056,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4361666714951924
168740,1286,1124.0,272.0,0.8740279937791602,540.0,690.0,530.0,680.0,1070.0,1370.0,20.0,28.0,19.0,30.0,19.0,26.0,Less Selective,Required,Need-blind,3.0179100719101255
168786,2291,1628.0,296.0,0.7106067219554779,490.0,620.0,500.0,590.0,990.0,1210.0,20.0,25.0,17.0,24.0,18.0,25.0,Less Selective,Required,Need-blind,3.4997291823064463
168847,864,756.0,356.0,0.875,490.0,590.0,470.0,580.0,960.0,1170.0,,,,,,,Less Selective,Required,Need-blind,3.3942365537160697
