unitid,applications,admitted,enrolled,acceptance_rate,sat_verbal_25,sat_verbal_75,sat_math_25,sat_math_75,sat_total_25,sat_total_75,act_composite_25,act_composite_75,act_english_25,act_english_75,act_math_25,act_math_75,selectivity_tier,test_policy,financial_aid_policy,gpa_average
194763,122,119.0,117.0,0.9754098360655737,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.089089157604278
194824,16283,9517.0,1552.0,0.5844746054166923,650.0,730.0,680.0,770.0,1330.0,1500.0,30.0,34.0,,,,,Less Selective,Required,Need-blind,3.3402446826447925
194958,1314,1022.0,211.0,0.7777777777777778,495.0,640.0,470.0,610.0,965.0,1250.0,,,,,,,Less Selective,Required,Need-blind,3.4631568985485486
195003,24269,17328.0,3056.0,0.7139972804812724,640.0,720.0,640.0,740.0,1280.0,1460.0,29.0,33.0,28.0,35.0,27.0,32.0,Less Selective,Required,Need-blind,3.5027412229230412
195030,21680,7773.0,1543.0,0.35853321033210334,690.0,750.0,710.0,790.0,1400.0,1540.0,31.0,34.0,32.0,35.0,30.0,35.0,Selective,Required,Need-blind,3.557407703504217
195128,1655,1261.0,190.0,0.7619335347432025,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2664749919089853
195164,4299,3505.0,574.0,0.8153058850895557,520.0,630.0,530.0,630.0,1050.0,1260.0,23.0,30.0,21.0,28.0,22.0,27.0,Less Selective,Required,Need-blind,3.357449330556323
195216,5367,3138.0,545.0,0.5846841811067636,630.0,710.0,625.0,700.0,1255.0,1410.0,29.0,32.0,,,,,Less Selective,Required,Need-blind,3.2113381216748738
195234,2827,2075.0,288.0,0.7339936328263177,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0824694449233765
195243,2251,1851.0,246.0,0.8223011994669036,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5604668960774015
195304,4819,2840.0,411.0,0.5893338866984852,680.0,730.0,590.0,710.0,1270.0,1440.0,29.0,33.0,31.0,35.0,25.0,31.0,Less Selective,Required,Need-blind,3.2282587627971804
195474,8992,6346.0,809.0,0.7057384341637011,540.0,680.0,553.0,680.0,1093.0,1360.0,26.0,29.0,,,,,Less Selective,Required,Need-blind,3.3765023874139546
195526,12144,2784.0,735.0,0.22924901185770752,660.0,730.0,640.0,730.0,1300.0,1460.0,30.0,33.0,30.0,35.0,27.0,31.0,Highly Selective,Required,Need-blind,3.7728871295273034
195544,5003,3572.0,491.0,0.7139716170297822,540.0,630.0,550.0,650.0,1090.0,1280.0,,,,,,,Less Selective,Required,Need-blind,3.1671488721845016
195720,4600,3119.0,611.0,0.6780434782608695,560.0,640.0,560.0,640.0,1120.0,1280.0,24.0,29.0,22.0,30.0,24.0,27.0,Less Selective,Required,Need-blind,3.174864225069678
195809,25223,20094.0,2674.0,0.796653847678706,560.0,660.0,550.0,660.0,1110.0,1320.0,24.0,29.0,23.0,28.0,21.0,26.0,Less Selective,Required,Need-blind,3.3158835301161886
196006,7839,6408.0,1256.0,0.817451205510907,480.0,580.0,490.0,590.0,970.0,1170.0,16.0,23.0,15.0,18.0,16.0,25.0,Less Selective,Required,Need-blind,3.507757652626407
196015,3439,3313.0,475.0,0.9633614422797325,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3700090696910934
196024,5867,5187.0,818.0,0.884097494460542,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.50094737159257
196033,3147,2620.0,537.0,0.8325389259612329,500.0,590.0,490.0,580.0,990.0,1170.0,,,,,,,Less Selective,Required,Need-blind,3.1279382275084964
196042,9455,6535.0,1676.0,0.6911686938127974,510.0,600.0,510.0,600.0,1020.0,1200.0,19.0,27.0,,,,,Less Selective,Required,Need-blind,3.5175928208881144
196051,5122,4673.0,733.0,0.9123389301054275,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4446067401810447
196060,30740,21477.0,2836.0,0.6986662329212752,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.265259802172693
196079,49513,18683.0,3095.0,0.377335245289116,660.0,730.0,660.0,760.0,1320.0,1490.0,29.0,34.0,29.0,35.0,27.0,33.0,Selective,Required,Need-blind,3.5843823677437574
196088,38210,26481.0,4271.0,0.6930384716042921,600.0,680.0,610.0,700.0,1210.0,1380.0,27.0,32.0,25.0,33.0,26.0,31.0,Less Selective,Required,Need-blind,3.3584081144428186
196097,50341,24670.0,3569.0,0.49005780576468483,640.0,720.0,680.0,770.0,1320.0,1490.0,28.0,33.0,27.0,34.0,27.0,33.0,Selective,Required,Need-blind,3.6851064048749316
196103,3541,2937.0,398.0,0.8294267156170573,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4729680234502864
196112,4936,3872.0,389.0,0.7844408427876823,560.0,650.0,590.0,680.0,1150.0,1330.0,24.0,27.0,21.0,25.0,25.0,28.0,Less Selective,Required,Need-blind,3.187354691157199
196121,10855,7738.0,1267.0,0.7128512206356518,530.0,620.0,540.0,620.0,1070.0,1240.0,18.0,26.0,16.0,25.0,,,Less Selective,Required,Need-blind,3.148238097057716
196130,15943,12096.0,1456.0,0.7587028790064605,480.0,600.0,480.0,590.0,960.0,1190.0,,,,,,,Less Selective,Required,Need-blind,3.425496476195149
196149,15867,8046.0,1217.0,0.5070901871809416,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.174861972483316
196158,5941,4705.0,644.0,0.7919542164618751,520.0,650.0,540.0,640.0,1060.0,1290.0,21.0,28.0,,,,,Less Selective,Required,Need-blind,3.2272060485483895
196167,13479,8563.0,982.0,0.6352845166555382,610.0,690.0,590.0,690.0,1200.0,1380.0,26.0,31.0,25.0,33.0,25.0,29.0,Less Selective,Required,Need-blind,3.116614267314595
196176,16249,9538.0,1119.0,0.5869899686134531,600.0,680.0,570.0,660.0,1170.0,1340.0,24.0,29.0,24.0,31.0,23.0,27.0,Less Selective,Required,Need-blind,3.3001413981932686
196185,13660,9583.0,1320.0,0.7015373352855051,550.0,630.0,540.0,620.0,1090.0,1250.0,23.0,28.0,21.0,28.0,23.0,27.0,Less Selective,Required,Need-blind,3.4800368742444574
196194,14465,11629.0,1191.0,0.8039405461458693,530.0,640.0,530.0,630.0,1060.0,1270.0,23.0,27.0,,,,,Less Selective,Required,Need-blind,3.409910734495713
196200,3905,3338.0,430.0,0.8548015364916773,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.502883031907383
196219,7221,5259.0,777.0,0.7282924802658911,600.0,700.0,578.0,663.0,1178.0,1363.0,27.0,32.0,28.0,34.0,25.0,30.0,Less Selective,Required,Need-blind,3.3765577597492835
196237,6511,5507.0,720.0,0.8457994163722931,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4334737887841156
196246,8410,6323.0,789.0,0.7518430439952437,560.0,640.0,540.0,630.0,1100.0,1270.0,,,,,,,Less Selective,Required,Need-blind,3.041275299083105
196291,1629,1279.0,277.0,0.7851442602823818,545.0,640.0,546.0,645.0,1091.0,1285.0,22.0,26.0,,,,,Less Selective,Required,Need-blind,3.4306075684515784
196413,42089,17545.0,3672.0,0.41685476015110834,630.0,710.0,630.0,720.0,1260.0,1430.0,28.0,32.0,28.0,34.0,26.0,30.0,Selective,Required,Need-blind,3.517273437882072
196592,1657,1044.0,532.0,0.6300543150271575,650.0,730.0,625.0,710.0,1275.0,1440.0,28.0,33.0,29.0,34.0,26.0,31.0,Less Selective,Required,Need-blind,3.2060075042533986
196653,206,171.0,65.0,0.8300970873786407,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.060970491593272
196866,9295,4070.0,550.0,0.4378698224852071,650.0,720.0,660.0,760.0,1310.0,1480.0,30.0,33.0,29.0,35.0,27.0,32.0,Selective,Required,Need-blind,3.520406415345051
197027,1392,452.0,277.0,0.32471264367816094,570.0,650.0,570.0,650.0,1140.0,1300.0,23.0,29.0,23.0,30.0,23.0,28.0,Selective,Required,Need-blind,3.6438316527441517
197036,11430,1598.0,1210.0,0.13980752405949257,600.0,700.0,600.0,730.0,1200.0,1430.0,28.0,33.0,27.0,34.0,27.0,32.0,Highly Selective,Required,Need-blind,3.87200248853422
197045,3826,3336.0,577.0,0.8719289074751699,510.0,600.0,520.0,610.0,1030.0,1210.0,,,,,,,Less Selective,Required,Need-blind,3.4324050181560732
197133,12145,2153.0,689.0,0.17727459860024702,720.0,770.0,715.0,780.0,1435.0,1550.0,33.0,35.0,,,,,Highly Selective,Required,Need-blind,3.7426629510764027
197142,593,514.0,161.0,0.866779089376054,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.333991364078745
197151,3458,3158.0,747.0,0.9132446500867554,585.0,725.0,580.0,725.0,1165.0,1450.0,21.0,31.0,,,,,Less Selective,Required,Need-blind,3.1674716602715516
197197,2328,1943.0,398.0,0.8346219931271478,580.0,670.0,570.0,650.0,1150.0,1320.0,23.0,27.0,22.0,27.0,20.0,27.0,Less Selective,Required,Need-blind,3.324520613565562
197221,185,37.0,27.0,0.2,670.0,745.0,720.0,780.0,1390.0,1525.0,,,,,,,Highly Selective,Required,Need-blind,3.7888705320331044
197230,1532,1067.0,129.0,0.6964751958224543,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.465433318712343
197285,460,435.0,103.0,0.9456521739130435,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2173323789362724
197708,1713,1092.0,646.0,0.637478108581436,660.0,740.0,660.0,760.0,1320.0,1500.0,28.0,33.0,28.0,35.0,25.0,31.0,Less Selective,Required,Need-blind,3.392094306309924
197735,287,269.0,269.0,0.9372822299651568,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0260262745185176
197869,24001,21275.0,4227.0,0.8864213991083705,560.0,650.0,540.0,630.0,1100.0,1280.0,21.0,27.0,19.0,26.0,18.0,25.0,Less Selective,Required,Need-blind,3.3397621662930166
197911,2228,2136.0,281.0,0.9587073608617595,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.383679653646961
197984,2972,2686.0,400.0,0.9037685060565276,480.0,600.0,460.0,590.0,940.0,1190.0,17.0,25.0,15.0,24.0,16.0,25.0,Less Selective,Required,Need-blind,3.0264206568509286
197993,723,243.0,49.0,0.3360995850622407,453.0,508.0,405.0,438.0,858.0,946.0,,,,,,,Selective,Required,Need-blind,3.7164661637353404
198066,2582,1020.0,239.0,0.39504260263361735,440.0,620.0,430.0,600.0,870.0,1220.0,16.0,26.0,16.0,25.0,15.0,26.0,Selective,Required,Need-blind,3.5326493895668385
198136,3680,3470.0,603.0,0.9429347826086957,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.58758820168788
198215,2547,1979.0,308.0,0.7769925402434237,500.0,593.0,510.0,593.0,1010.0,1186.0,20.0,25.0,19.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.2933513386356563
198303,2360,1708.0,161.0,0.7237288135593221,485.0,585.0,395.0,560.0,880.0,1145.0,,,,,,,Less Selective,Required,Need-blind,3.5009182039731477
198385,7347,1064.0,519.0,0.14482101538042738,690.0,750.0,670.0,760.0,1360.0,1510.0,31.0,34.0,,,,,Highly Selective,Required,Need-blind,3.853567505765836
198419,46365,3145.0,1742.0,0.06783133829397174,740.0,770.0,770.0,800.0,1510.0,1570.0,34.0,35.0,35.0,36.0,32.0,35.0,Elite,Required,Need-blind,3.9598635715717645
198464,22289,20073.0,3941.0,0.9005787608237247,530.0,610.0,520.0,590.0,1050.0,1200.0,20.0,26.0,18.0,24.0,18.0,25.0,Less Selective,Required,Need-blind,3.4215026256488055
198507,5360,3778.0,347.0,0.7048507462686567,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.4665954567101833
198516,18791,12649.0,1677.0,0.6731413974775158,580.0,675.0,563.0,630.0,1143.0,1305.0,23.0,28.0,23.0,29.0,22.0,26.0,Less Selective,Required,Need-blind,3.4842326459809776
198543,5043,4029.0,807.0,0.7989292088042832,445.0,520.0,410.0,525.0,855.0,1045.0,15.0,20.0,14.0,19.0,15.0,18.0,Less Selective,Required,Need-blind,3.179363976707678
198561,4670,4064.0,411.0,0.8702355460385439,520.0,640.0,520.0,620.0,1040.0,1260.0,20.0,26.0,18.0,25.0,18.0,26.0,Less Selective,Required,Need-blind,3.499510446800723
198598,3143,2893.0,208.0,0.9204581609926822,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5777037713100013
198613,3775,3162.0,366.0,0.8376158940397351,510.0,630.0,500.0,620.0,1010.0,1250.0,18.0,26.0,15.0,25.0,16.0,25.0,Less Selective,Required,Need-blind,3.597066674541158
198695,15625,12004.0,1468.0,0.768256,560.0,650.0,550.0,650.0,1110.0,1300.0,23.0,31.0,22.0,29.0,21.0,27.0,Less Selective,Required,Need-blind,3.4610307494933847
198756,4273,1832.0,283.0,0.4287385911537561,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6218152996359194
198808,1787,1443.0,199.0,0.8074986010072748,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3483000719855838
198835,6299,5082.0,377.0,0.8067947293221146,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.243124790615909
198862,4748,3518.0,269.0,0.7409435551811289,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.53796946365561
198871,830,266.0,266.0,0.3204819277108434,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6810604006341765
198899,1393,1085.0,318.0,0.7788944723618091,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1759433527107785
198950,1563,1167.0,325.0,0.746641074856046,590.0,650.0,520.0,610.0,1110.0,1260.0,23.0,30.0,22.0,32.0,20.0,26.0,Less Selective,Required,Need-blind,3.5646341889771898
198969,2738,2059.0,344.0,0.752008765522279,550.0,630.0,560.0,590.0,1110.0,1220.0,23.0,25.0,22.0,26.0,21.0,26.0,Less Selective,Required,Need-blind,3.525681480745999
199032,2154,1412.0,201.0,0.6555246053853296,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1914726028057103
199069,1748,1359.0,277.0,0.7774599542334096,,,,,,,17.0,22.0,15.0,22.0,15.0,22.0,Less Selective,Required,Need-blind,3.3277256812778635
199102,30717,14183.0,2755.0,0.4617312888628447,490.0,610.0,470.0,580.0,960.0,1190.0,16.0,22.0,14.0,21.0,16.0,21.0,Selective,Required,Need-blind,3.6423045571439436
199111,5465,5131.0,630.0,0.9388838060384264,600.0,690.0,570.0,660.0,1170.0,1350.0,22.0,29.0,21.0,29.0,19.0,27.0,Less Selective,Required,Need-blind,3.5586971819877284
199120,57902,10850.0,4699.0,0.18738558253600912,680.0,750.0,690.0,780.0,1370.0,1530.0,30.0,34.0,29.0,35.0,27.0,33.0,Highly Selective,Required,Need-blind,3.8998243433561046
199139,22699,18208.0,4501.0,0.8021498744438081,550.0,650.0,560.0,670.0,1110.0,1320.0,21.0,27.0,19.0,26.0,20.0,26.0,Less Selective,Required,Need-blind,3.071244406049138
199148,12379,11120.0,2613.0,0.8982955004443008,560.0,660.0,540.0,620.0,1100.0,1280.0,22.0,27.0,21.0,27.0,20.0,26.0,Less Selective,Required,Need-blind,3.2433857037798295
199157,14192,12842.0,1465.0,0.9048759864712514,500.0,570.0,480.0,530.0,980.0,1100.0,17.0,18.0,14.0,20.0,15.0,18.0,Less Selective,Required,Need-blind,3.304557670450017
199184,1423,471.0,221.0,0.3309908643710471,600.0,710.0,550.0,640.0,1150.0,1350.0,24.0,27.0,24.0,30.0,19.0,26.0,Selective,Required,Need-blind,3.642302862158803
199193,40049,15958.0,5728.0,0.39846188419186496,640.0,720.0,660.0,740.0,1300.0,1460.0,28.0,32.0,26.0,33.0,26.0,31.0,Selective,Required,Need-blind,3.744108764505857
199209,2417,1884.0,250.0,0.7794786925941249,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2201756179166128
199218,17370,12856.0,2701.0,0.7401266551525619,620.0,690.0,600.0,670.0,1220.0,1360.0,24.0,28.0,23.0,28.0,23.0,27.0,Less Selective,Required,Need-blind,3.2239161534106646
199272,1286,1252.0,159.0,0.973561430793157,590.0,640.0,550.0,640.0,1140.0,1280.0,22.0,27.0,19.0,27.0,18.0,24.0,Less Selective,Required,Need-blind,3.0393268761336283
199281,7635,7052.0,908.0,0.9236411263916176,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.5073249611952697
199306,1637,1560.0,195.0,0.9529627367135003,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3225284560778743
199412,4357,2949.0,399.0,0.6768418636676612,560.0,650.0,550.0,650.0,1110.0,1300.0,24.0,29.0,22.0,29.0,23.0,27.0,Less Selective,Required,Need-blind,3.3013457646353963
199458,290,221.0,46.0,0.7620689655172413,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3076519074588364
199582,3160,1856.0,162.0,0.5873417721518988,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.190525139145184
199607,1951,1698.0,156.0,0.8703229113275244,588.0,685.0,490.0,630.0,1078.0,1315.0,18.0,27.0,18.0,25.0,17.0,25.0,Less Selective,Required,Need-blind,3.0887838953107276
199643,10699,3261.0,186.0,0.30479484063931206,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.6458020212450513
199759,124,95.0,77.0,0.7661290322580645,480.0,630.0,440.0,600.0,920.0,1230.0,18.0,26.0,20.0,27.0,15.0,26.0,Less Selective,Required,Need-blind,3.391194373503356
199847,17479,3768.0,1385.0,0.21557297328222438,690.0,740.0,700.0,770.0,1390.0,1510.0,32.0,34.0,33.0,35.0,29.0,33.0,Highly Selective,Required,Need-blind,3.74929973371545
199865,943,732.0,196.0,0.7762460233297985,,,,,,,25.0,30.0,25.0,32.0,23.0,27.0,Less Selective,Required,Need-blind,3.2596954141768197
199962,21210,18027.0,708.0,0.84992927864215,490.0,640.0,500.0,630.0,990.0,1270.0,18.0,24.0,16.0,23.0,16.0,25.0,Less Selective,Required,Need-blind,3.5472398269075933
199999,9273,6357.0,883.0,0.6855386606276286,420.0,530.0,400.0,520.0,820.0,1050.0,14.0,18.0,12.0,17.0,15.0,18.0,Less Selective,Required,Need-blind,3.080597871206378
200004,18183,15758.0,2103.0,0.8666336688115273,540.0,650.0,510.0,610.0,1050.0,1260.0,20.0,26.0,18.0,26.0,18.0,25.0,Less Selective,Required,Need-blind,3.592261817026082
200059,831,499.0,226.0,0.6004813477737665,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.163552843915072
200156,1047,979.0,251.0,0.9350525310410697,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.3286336266118606
200217,1577,1234.0,559.0,0.7824984147114775,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0542704884465293
200253,745,538.0,365.0,0.7221476510067114,480.0,580.0,450.0,600.0,930.0,1180.0,18.0,24.0,16.0,23.0,16.0,24.0,Less Selective,Required,Need-blind,3.132659727850149
200280,7437,5733.0,1766.0,0.7708753529649052,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.579573927897506
200332,7331,7024.0,2214.0,0.9581230391488201,,,,,,,19.0,24.0,17.0,22.0,17.0,24.0,Less Selective,Required,Need-blind,3.0754638444545193
200484,185,67.0,46.0,0.3621621621621622,,,,,,,18.0,26.0,18.0,24.0,17.0,25.0,Selective,Required,Need-blind,3.67438699301104
200572,492,341.0,194.0,0.693089430894309,,,,,,,18.0,24.0,16.0,22.0,17.0,24.0,Less Selective,Required,Need-blind,3.43023124967268
200785,134,126.0,87.0,0.9402985074626866,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2068424697845574
200800,14982,10624.0,2091.0,0.7091176077960218,480.0,590.0,470.0,600.0,950.0,1190.0,18.0,25.0,16.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.554763341542614
200846,303,244.0,133.0,0.8052805280528053,493.0,560.0,408.0,593.0,901.0,1153.0,17.0,23.0,16.0,24.0,16.0,24.0,Less Selective,Required,Need-blind,3.3053196577763737
201061,1056,350.0,57.0,0.3314393939393939,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.5221803142066825
201104,3633,2927.0,519.0,0.8056702449766033,495.0,610.0,525.0,645.0,1020.0,1255.0,20.0,25.0,19.0,25.0,19.0,25.0,Less Selective,Required,Need-blind,3.1172416277343173
201177,189,78.0,43.0,0.4126984126984127,,,,,,,15.0,22.0,14.0,21.0,16.0,20.0,Selective,Required,Need-blind,3.7322700185832534
201195,4384,3369.0,732.0,0.7684762773722628,530.0,650.0,520.0,635.0,1050.0,1285.0,20.0,27.0,20.0,27.0,19.0,27.0,Less Selective,Required,Need-blind,3.3111460329843343
201371,2873,1757.0,190.0,0.6115558649495301,480.0,560.0,440.0,570.0,920.0,1130.0,17.0,23.0,15.0,22.0,17.0,24.0,Less Selective,Required,Need-blind,3.0618154464356935
201441,18629,15016.0,3114.0,0.8060550754200441,510.0,620.0,510.0,610.0,1020.0,1230.0,20.0,26.0,18.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.0200155448132753
201548,4365,3194.0,413.0,0.731729667812142,490.0,600.0,490.0,590.0,980.0,1190.0,18.0,25.0,17.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.4658612080884876
201645,39033,11193.0,1544.0,0.28675735915763584,700.0,750.0,730.0,790.0,1430.0,1540.0,32.0,35.0,33.0,35.0,31.0,35.0,Selective,Required,Need-blind,3.6123416434578846
201654,5382,3381.0,1017.0,0.6282051282051282,570.0,690.0,540.0,670.0,1110.0,1360.0,23.0,29.0,22.0,32.0,21.0,28.0,Less Selective,Required,Need-blind,3.5954499260727486
201690,3291,1514.0,574.0,0.46004254026131874,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.5849261063685907
201821,562,282.0,88.0,0.501779359430605,420.0,490.0,410.0,510.0,830.0,1000.0,17.0,22.0,15.0,22.0,16.0,20.0,Less Selective,Required,Need-blind,3.17277910447505
201885,33165,29077.0,6922.0,0.8767375244987186,580.0,670.0,570.0,690.0,1150.0,1360.0,24.0,29.0,22.0,30.0,23.0,29.0,Less Selective,Required,Need-blind,3.4984752030272883
201964,1223,488.0,186.0,0.3990188062142273,,,,,,,15.0,17.0,12.0,16.0,16.0,17.0,Selective,Required,Need-blind,3.6197474817184987
202046,963,542.0,123.0,0.5628245067497404,550.0,670.0,510.0,630.0,1060.0,1300.0,22.0,26.0,19.0,28.0,18.0,25.0,Less Selective,Required,Need-blind,3.283233316593776
202073,461,176.0,50.0,0.38177874186550975,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.7405081787063166
202134,10274,9810.0,1593.0,0.95483745376679,,,,,,,17.0,25.0,16.0,24.0,16.0,25.0,Less Selective,Required,Need-blind,3.0065857231902484
202170,867,622.0,192.0,0.7174163783160323,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1607851545612413
202480,22747,14023.0,1904.0,0.6164768980524904,600.0,680.0,595.0,690.0,1195.0,1370.0,26.0,31.0,24.0,32.0,25.0,30.0,Less Selective,Required,Need-blind,3.0662251446428064
202514,1546,656.0,134.0,0.4243208279430789,,,,,,,,,,,,,Selective,Test-optional,Need-blind,3.5023262452538155
202523,14580,2468.0,636.0,0.16927297668038407,650.0,710.0,650.0,760.0,1300.0,1470.0,29.0,32.0,29.0,34.0,26.0,30.0,Highly Selective,Required,Need-blind,3.709287739040494
202763,3760,3246.0,613.0,0.8632978723404255,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.119938806123011
202903,139,89.0,58.0,0.6402877697841727,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.1439198846604497
202912,189,32.0,32.0,0.1693121693121693,,,,,,,,,,,,,Highly Selective,Test-optional,Need-blind,3.765276923352136
203085,2253,1526.0,287.0,0.6773191300488238,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.2874915694365936
203128,1906,1780.0,231.0,0.9338929695697796,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.404913467699571
203368,4238,3437.0,556.0,0.8109957527135441,600.0,670.0,590.0,680.0,1190.0,1350.0,25.0,30.0,22.0,32.0,24.0,29.0,Less Selective,Required,Need-blind,3.479370873002531
203386,394,270.0,215.0,0.6852791878172588,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.412379081682747
203517,22365,19379.0,4278.0,0.8664878157835905,500.0,620.0,500.0,610.0,1000.0,1230.0,18.0,25.0,17.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.136982714660322
203535,8218,2524.0,455.0,0.30713068873205157,690.0,750.0,670.0,750.0,1360.0,1500.0,31.0,34.0,33.0,35.0,27.0,31.0,Selective,Required,Need-blind,3.552286288539425
203544,140,116.0,35.0,0.8285714285714286,,,,,,,18.0,26.0,16.0,26.0,16.0,26.0,Less Selective,Required,Need-blind,3.0696922496012777
203580,1193,765.0,187.0,0.6412405699916177,485.0,560.0,460.0,555.0,945.0,1115.0,18.0,24.0,15.0,24.0,17.0,25.0,Less Selective,Required,Need-blind,3.050887012077536
203757,1004,744.0,129.0,0.7410358565737052,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0747680350354902
203775,1335,1009.0,219.0,0.7558052434456929,455.0,618.0,430.0,618.0,885.0,1236.0,17.0,24.0,15.0,24.0,17.0,24.0,Less Selective,Required,Need-blind,3.588357914652606
203845,2516,1978.0,314.0,0.7861685214626392,500.0,640.0,490.0,655.0,990.0,1295.0,18.0,24.0,15.0,23.0,17.0,25.0,Less Selective,Required,Need-blind,3.5965891869566056
203960,283,121.0,52.0,0.4275618374558304,420.0,570.0,430.0,500.0,850.0,1070.0,15.0,22.0,13.0,20.0,15.0,20.0,Selective,Required,Need-blind,3.528811889853864
204024,34498,28319.0,3937.0,0.8208881674299959,610.0,690.0,600.0,690.0,1210.0,1380.0,26.0,31.0,24.0,32.0,25.0,30.0,Less Selective,Required,Need-blind,3.549403025908452
204176,115,66.0,26.0,0.5739130434782609,,,,,,,17.0,21.0,15.0,20.0,18.0,22.0,Less Selective,Required,Need-blind,3.272289325207326
204185,3322,2661.0,536.0,0.8010234798314269,560.0,620.0,510.0,670.0,1070.0,1290.0,24.0,28.0,21.0,26.0,24.0,28.0,Less Selective,Required,Need-blind,3.465522708548487
204194,1134,956.0,272.0,0.8430335097001763,485.0,610.0,478.0,618.0,963.0,1228.0,18.0,25.0,17.0,25.0,18.0,25.0,Less Selective,Required,Need-blind,3.5943687266826965
204200,2169,1226.0,324.0,0.5652374366067312,440.0,548.0,440.0,535.0,880.0,1083.0,17.0,24.0,15.0,24.0,16.0,24.0,Less Selective,Required,Need-blind,3.03680413748577
204264,2623,2142.0,373.0,0.8166221883339687,470.0,550.0,430.0,570.0,900.0,1120.0,17.0,22.0,15.0,22.0,16.0,23.0,Less Selective,Required,Need-blind,3.1816311005240987
204468,3348,2690.0,238.0,0.8034647550776584,,,,,,,,,,,,,Less Selective,Test-optional,Need-blind,3.0038110914969582
204501,11039,3641.0,779.0,0.3298306005978802,700.0,760.0,670.0,750.0,1370.0,1510.0,30.0,33.0,32.0,35.0,28.0,32.0,Selective,Required,Need-blind,3.7484872324450422
204617,1559,1329.0,234.0,0.8524695317511225,,,,,,,20.0,28.0,16.0,27.0,20.0,27.0,Less Selective,Required,Need-blind,3.3387136713513814
204635,4537,3328.0,587.0,0.7335243553008596,580.0,678.0,593.0,698.0,1173.0,1376.0,25.0,29.0,22.0,29.0,25.0,30.0,Less Selective,Required,Need-blind,3.410426789861275
204796,70028,35588.0,8062.0,0.5081967213114754,650.0,720.0,680.0,760.0,1330.0,1480.0,29.0,32.0,27.0,34.0,27.0,32.0,Less Selective,Required,Need-blind,3.3341208303857366
204857,25648,21739.0,4593.0,0.8475904553961322,560.0,650.0,540.0,640.0,1100.0,1290.0,22.0,28.0,21.0,28.0,20.0,26.0,Less Selective,Required,Need-blind,3.4202892420702495
